"County","CountyCode","Year","Variable","Value","Percentage"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2024","1795","800","0.9999912032231391"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2008","1795","0.01766697505954607","0.000009842229068039329"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2009","1795","0.016556590064041532","0.000010022048506714773"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2010","1795","0.01584816185927906","0.000011184181094260278"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2011","1795","0.01525781232088406","0.000011463288817561759"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2012","1795","0.0152872125902644","0.000011265320836337418"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2013","1795","0.01026821479751306","0.000011283625203105253"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2014","1795","0.0072620215897939155","0.000010903817426481011"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2015","1795","0.00707015100979027","0.00001079400716722076"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2016","1795","0.007788598156041608","0.000010370862026051605"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2017","1795","0.007468103936913913","0.000009944114078876713"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2018","1795","0.007102204098986366","0.000009662769349695623"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2019","1795","0.007298173108533321","0.000009392669960362933"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2020","1795","0.007423159085810158","0.000009754384595875846"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2021","1795","0.008222325607891913","0.000009494512171964603"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2022","1795","0.007511089573936706","0.000009318882852323665"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2023","1795","0.0072529870501538245","0.000008943183952350716"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Suceava","2024","1795","0.007037483395937612","0.000008796776860958145"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2008","811","811","0.9999835569586951"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2009","811","727","0.9999818784770671"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2010","811","607","0.9999801610919336"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2011","811","500","0.9999795885042456"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2012","811","519","0.9999808842926233"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2013","811","258","0.9999805723388961"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2014","811","193","0.9999799915964706"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2015","811","186","0.9999804217162324"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2016","811","316","0.9999809647085697"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2017","811","341","0.9999812989733137"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2018","811","355","0.9999813918868626"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2019","811","452","0.999981556961325"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2020","811","418","0.9999807288354435"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2021","811","410","0.9999808539153744"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2022","811","414","0.9999812315834913"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2023","811","410","0.9999819151822045"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2024","811","426","0.9999822883457316"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2008","811","0.013335525774891064","0.00001644304130491976"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2009","811","0.013174585915697147","0.00001812152293278727"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2010","811","0.012042456105545085","0.00001983890806650002"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2011","811","0.010205956196036007","0.000020411495754408884"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2012","811","0.0099212417800887","0.00001911570737675148"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2013","811","0.0050124339446689465","0.000019427661103879704"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2014","811","0.003861699147624955","0.000020008403529482384"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2015","811","0.003641632077688151","0.00001957828376764493"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2016","811","0.006015266594331182","0.000019035291430311798"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2017","811","0.006377169359664871","0.000018701026686365082"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2018","811","0.0066060030890042615","0.000018608113137327874"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2019","811","0.0083364072298045","0.000018443038675052103"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2020","811","0.008055502023511274","0.000019271164556474145"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2021","811","0.007850044994160333","0.00001914608462569405"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2022","811","0.007770270270270271","0.00001876841650869916"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2023","811","0.007414909393424241","0.00001808481779546071"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Vaslui","2024","811","0.007545298358100569","0.00001771165426850868"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2008","1426","1426","0.9999868153890779"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2009","1426","1357","0.9999860141816198"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2010","1426","1438","0.999984037034081"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2011","1426","1304","0.9999841438470198"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2012","1426","1418","0.9999841002321366"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2013","1426","1119","0.9999838017332146"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2014","1426","696","0.9999836649351498"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2015","1426","611","0.9999836955635629"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2016","1426","499","0.9999841302588355"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2017","1426","468","0.9999853627834131"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2018","1426","467","0.9999855340817035"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2019","1426","475","0.9999854329332246"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2020","1426","469","0.99998484458118"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2021","1426","482","0.9999850982028433"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2022","1426","424","0.9999856517684196"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2023","1426","406","0.9999859690477193"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2024","1426","386","0.9999857468643101"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2008","1426","0.018801503065462456","0.000013184610922131686"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2009","1426","0.018979020979020978","0.000013985818380162514"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2010","1426","0.02295511142328076","0.000015962965919067764"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2011","1426","0.020676751339866174","0.000015856152980163956"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2012","1426","0.022546229310098104","0.000015899767863389194"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2013","1426","0.018126154145203615","0.000016198266785453958"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2014","1426","0.011369390855481321","0.000016335064850207454"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2015","1426","0.009962173090719364","0.000016304436437154552"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2016","1426","0.007919126515584332","0.000015869741164521605"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2017","1426","0.006850317632249188","0.000014637216586893837"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2018","1426","0.006755681571600098","0.000014465918296493462"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2019","1426","0.006919457514530861","0.0000145670667754341"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2020","1426","0.007107999151283684","0.000015155418819999091"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2021","1426","0.007182773265777513","0.000014901797156737103"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2022","1426","0.00608373748098832","0.000014348231580457707"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2023","1426","0.005696646555352883","0.000014030952280731293"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Braila","2024","1426","0.005501788794025001","0.000014253135689851767"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2008","1221","1221","0.9999885064076777"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2009","1221","1134","0.9999877452482201"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2010","1221","1076","0.9999866695105045"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2011","1221","1062","0.9999865931973883"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2012","1221","1011","0.9999868597408741"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2013","1221","965","0.9999868921221654"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2014","1221","938","0.9999871595680478"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2015","1221","915","0.9999875731630028"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2016","1221","820","0.999987157094421"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2017","1221","843","0.9999875750158419"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2018","1221","857","0.9999876492892166"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2019","1221","842","0.9999879320332111"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2020","1221","832","0.9999876642200702"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2021","1221","747","0.9999877789455673"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2022","1221","663","0.9999882511895671"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2023","1221","662","0.9999883834394312"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2024","1221","665","0.9999886986494887"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2008","1221","0.014033837524711507","0.000011493592322280328"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2009","1221","0.013897058823529412","0.000012254751780002698"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2010","1221","0.014343797907085249","0.000013330489495574278"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2011","1221","0.014238215262508715","0.000013406802611645148"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2012","1221","0.013284976544329247","0.000013140259125909963"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2013","1221","0.012649267915426863","0.00001310787783457858"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2014","1221","0.01204447982742238","0.00001284043195213087"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2015","1221","0.011370697154218963","0.000012426836997179106"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2016","1221","0.010531317827466191","0.000012842905578958184"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2017","1221","0.010474391789468452","0.000012424984158145198"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2018","1221","0.0105846898698219","0.000012350710783405585"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2019","1221","0.010161350663142778","0.000012067966788955397"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2020","1221","0.010263495509720715","0.000012335779929686054"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2021","1221","0.009129239230064161","0.000012221054432576441"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2022","1221","0.007789552835021266","0.000011748810432943665"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2023","1221","0.007690252430793536","0.000011616560568746804"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Buzau","2024","1221","0.007515483025179693","0.000011301350511386111"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2008","4270","4270","0.9999948380702642"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2009","4270","4400","0.9999946562641944"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2010","4270","4179","0.9999941171279819"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2011","4270","4157","0.9999938657833395"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2012","4270","4152","0.9999939471709076"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2013","4270","4057","0.9999940383927507"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2014","4270","3779","0.9999940851501781"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2015","4270","3655","0.9999940055149262"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2016","4270","3471","0.9999940186021473"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2017","4270","3399","0.9999942880643392"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2018","4270","3330","0.999994313787927"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2019","4270","3402","0.9999944999945"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2020","4270","3347","0.9999943085775428"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2021","4270","3259","0.9999944562710662"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2022","4270","3416","0.9999945773887958"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2023","4270","3388","0.9999946607721591"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2024","4270","3470","0.9999948100208118"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2008","4270","0.02204155374887082","0.000005161929735812436"
"D PRODUCTIA SI FURNIZAREA DE ENERGIE ELECTRICA SI TERMICA, GAZE, APA CALDA SI AER CONDITIONAT","Constanta","2009","4270","0.023512563190013575","0.000005343735805701766"
